municipios,vacinados_parcial_F_17,vacinados_parcial_M_17,vacinados_completo_F_17,vacinados_completo_M_17,vacinados_parcial_F_35,vacinados_parcial_M_35,vacinados_completo_F_35,vacinados_completo_M_35,vacinados_parcial_F_59,vacinados_parcial_M_59,vacinados_completo_F_59,vacinados_completo_M_59,vacinados_parcial_F_200,vacinados_parcial_M_200,vacinados_completo_F_200,vacinados_completo_M_200,date
PIRAMBU,0.0,0.0,0.0,0.0,42.0,46.0,42.0,17.0,39.0,114.0,39.0,38.0,316.0,423.0,316.0,292.0,2021-05-01
INDIAROBA,0.0,0.0,0.0,0.0,44.0,60.0,44.0,21.0,70.0,95.0,70.0,46.0,390.0,640.0,390.0,368.0,2021-05-01
AQUIDABA,0.0,0.0,0.0,0.0,105.0,90.0,105.0,44.0,93.0,113.0,93.0,74.0,703.0,1182.0,703.0,568.0,2021-05-01
ILHA DAS FLORES,0.0,0.0,0.0,0.0,11.0,88.0,11.0,10.0,40.0,89.0,40.0,29.0,253.0,370.0,253.0,189.0,2021-05-01
SAO CRISTOVAO,0.0,0.0,0.0,0.0,16.0,94.0,16.0,11.0,22.0,159.0,22.0,11.0,13.0,605.0,13.0,9.0,2021-05-01
MACAMBIRA,0.0,0.0,0.0,0.0,26.0,17.0,26.0,11.0,31.0,16.0,31.0,9.0,332.0,405.0,332.0,266.0,2021-05-01
ARAUA,0.0,0.0,0.0,0.0,19.0,19.0,19.0,14.0,57.0,44.0,57.0,31.0,258.0,537.0,258.0,197.0,2021-05-01
JAPARATUBA,0.0,0.0,0.0,0.0,65.0,73.0,65.0,26.0,75.0,148.0,75.0,67.0,571.0,911.0,571.0,513.0,2021-05-01
MALHADOR,0.0,0.0,0.0,0.0,31.0,17.0,31.0,9.0,58.0,36.0,58.0,26.0,448.0,662.0,448.0,395.0,2021-05-01
NOSSA SENHORA APARECIDA,0.0,0.0,0.0,1.0,47.0,39.0,47.0,15.0,33.0,54.0,33.0,23.0,366.0,642.0,366.0,400.0,2021-05-01
PROPRIA,0.0,0.0,0.0,0.0,87.0,173.0,87.0,42.0,156.0,340.0,156.0,67.0,537.0,1081.0,537.0,413.0,2021-05-01
POCO VERDE,0.0,0.0,0.0,0.0,106.0,102.0,106.0,46.0,90.0,98.0,90.0,50.0,823.0,1383.0,823.0,704.0,2021-05-01
CARIRA,0.0,0.0,0.0,0.0,53.0,38.0,53.0,18.0,91.0,71.0,91.0,49.0,868.0,1255.0,868.0,795.0,2021-05-01
BREJO GRANDE,0.0,0.0,0.0,0.0,32.0,154.0,32.0,14.0,33.0,134.0,33.0,12.0,122.0,285.0,122.0,96.0,2021-05-01
PEDRA MOLE,0.0,0.0,0.0,0.0,13.0,15.0,13.0,13.0,20.0,18.0,20.0,10.0,134.0,188.0,134.0,121.0,2021-05-01
BARRA DOS COQUEIROS,0.0,0.0,0.0,0.0,80.0,134.0,80.0,28.0,116.0,195.0,116.0,59.0,725.0,1166.0,725.0,605.0,2021-05-01
DIVINA PASTORA,0.0,0.0,0.0,0.0,43.0,17.0,43.0,9.0,43.0,50.0,43.0,39.0,152.0,236.0,152.0,139.0,2021-05-01
SANTA ROSA DE LIMA,0.0,0.0,0.0,0.0,14.0,9.0,14.0,4.0,29.0,33.0,29.0,23.0,143.0,207.0,143.0,136.0,2021-05-01
SANTANA DO SAO FRANCISCO,0.0,0.0,0.0,0.0,15.0,19.0,15.0,15.0,33.0,33.0,33.0,25.0,185.0,304.0,185.0,155.0,2021-05-01
PACATUBA,0.0,0.0,0.0,0.0,42.0,33.0,42.0,29.0,47.0,51.0,47.0,38.0,367.0,676.0,367.0,362.0,2021-05-01
SALGADO,0.0,0.0,0.0,0.0,80.0,32.0,80.0,25.0,80.0,40.0,80.0,30.0,787.0,1057.0,787.0,687.0,2021-05-01
RIBEIROPOLIS,0.0,0.0,0.0,0.0,86.0,66.0,86.0,46.0,123.0,83.0,123.0,63.0,942.0,1099.0,942.0,756.0,2021-05-01
PEDRINHAS,0.0,0.0,0.0,0.0,26.0,21.0,26.0,10.0,27.0,34.0,27.0,26.0,274.0,413.0,274.0,196.0,2021-05-01
CAMPO DO BRITO,0.0,0.0,0.0,0.0,80.0,43.0,80.0,31.0,62.0,51.0,62.0,36.0,831.0,999.0,831.0,613.0,2021-05-01
CRISTINAPOLIS,0.0,0.0,0.0,0.0,56.0,57.0,56.0,31.0,55.0,60.0,55.0,34.0,345.0,466.0,345.0,342.0,2021-05-01
CANHOBA,0.0,0.0,0.0,0.0,12.0,18.0,12.0,10.0,28.0,41.0,28.0,21.0,112.0,188.0,112.0,108.0,2021-05-01
MALHADA DOS BOIS,0.0,0.0,0.0,0.0,11.0,15.0,11.0,8.0,26.0,34.0,26.0,28.0,72.0,163.0,72.0,56.0,2021-05-01
CARMOPOLIS,0.0,0.0,0.0,0.0,65.0,16.0,65.0,11.0,101.0,76.0,101.0,39.0,148.0,449.0,148.0,104.0,2021-05-01
SIRIRI,0.0,0.0,0.0,0.0,29.0,38.0,29.0,14.0,51.0,54.0,51.0,22.0,305.0,416.0,305.0,259.0,2021-05-01
NOSSA SENHORA DE LOURDES,0.0,0.0,0.0,0.0,30.0,14.0,30.0,10.0,22.0,46.0,22.0,29.0,244.0,359.0,244.0,202.0,2021-05-01
ITABI,0.0,0.0,0.0,0.0,17.0,15.0,17.0,11.0,23.0,35.0,23.0,28.0,241.0,356.0,241.0,226.0,2021-05-01
SAO FRANCISCO,0.0,0.0,0.0,0.0,20.0,16.0,20.0,10.0,16.0,25.0,16.0,16.0,109.0,181.0,109.0,97.0,2021-05-01
UMBAUBA,0.0,0.0,0.0,0.0,98.0,50.0,98.0,36.0,98.0,91.0,98.0,71.0,707.0,966.0,707.0,563.0,2021-05-01
ROSARIO DO CATETE,0.0,0.0,0.0,0.0,44.0,21.0,44.0,15.0,99.0,41.0,99.0,30.0,216.0,335.0,216.0,179.0,2021-05-01
CUMBE,0.0,0.0,0.0,0.0,12.0,44.0,12.0,6.0,18.0,68.0,18.0,25.0,175.0,221.0,175.0,139.0,2021-05-01
RIACHUELO,0.0,0.0,0.0,0.0,48.0,52.0,48.0,11.0,62.0,74.0,62.0,37.0,272.0,340.0,272.0,184.0,2021-05-01
GENERAL MAYNARD,0.0,0.0,0.0,0.0,29.0,12.0,29.0,8.0,24.0,42.0,24.0,16.0,107.0,163.0,107.0,89.0,2021-05-01
MURIBECA,0.0,0.0,0.0,0.0,29.0,25.0,29.0,16.0,33.0,32.0,33.0,16.0,204.0,448.0,204.0,169.0,2021-05-01
GRACHO CARDOSO,0.0,0.0,0.0,0.0,19.0,20.0,19.0,9.0,18.0,42.0,18.0,22.0,209.0,332.0,209.0,198.0,2021-05-01
FEIRA NOVA,0.0,0.0,0.0,0.0,12.0,8.0,12.0,7.0,23.0,29.0,23.0,16.0,196.0,270.0,196.0,154.0,2021-05-01
SAO DOMINGOS,0.0,0.0,0.0,0.0,45.0,27.0,45.0,20.0,58.0,29.0,58.0,18.0,449.0,599.0,449.0,425.0,2021-05-01
TELHA,0.0,0.0,0.0,0.0,15.0,14.0,15.0,6.0,23.0,36.0,23.0,26.0,92.0,137.0,92.0,72.0,2021-05-01
SANTO AMARO DAS BROTAS,1.0,0.0,1.0,0.0,28.0,26.0,28.0,11.0,66.0,86.0,66.0,34.0,146.0,443.0,146.0,114.0,2021-05-01
AMPARO DE SAO FRANCISCO,0.0,0.0,0.0,0.0,11.0,46.0,11.0,8.0,14.0,78.0,14.0,17.0,68.0,120.0,68.0,50.0,2021-05-01
NOSSA SENHORA DO SOCORRO,0.0,0.0,0.0,0.0,354.0,1067.0,354.0,192.0,835.0,3702.0,835.0,339.0,6340.0,5663.0,6340.0,4461.0,2021-06-01
LAGARTO,0.0,0.0,0.0,0.0,996.0,1091.0,996.0,485.0,815.0,2123.0,815.0,388.0,3341.0,4975.0,3341.0,2646.0,2021-06-01
CANINDE DE SAO FRANCISCO,0.0,0.0,0.0,0.0,53.0,185.0,53.0,38.0,115.0,571.0,115.0,78.0,749.0,1088.0,749.0,683.0,2021-06-01
MARUIM,0.0,0.0,0.0,0.0,37.0,65.0,37.0,19.0,110.0,275.0,110.0,65.0,617.0,653.0,617.0,448.0,2021-06-01
ARACAJU,5.0,6.0,5.0,3.0,5905.0,7509.0,5905.0,2367.0,8442.0,17302.0,8442.0,3945.0,19814.0,30479.0,19814.0,12301.0,2021-06-01
TOBIAS BARRETO,0.0,0.0,0.0,0.0,261.0,552.0,261.0,186.0,269.0,1303.0,269.0,224.0,2339.0,2806.0,2339.0,1895.0,2021-06-01
LARANJEIRAS,0.0,0.0,0.0,0.0,56.0,545.0,56.0,22.0,176.0,1113.0,176.0,75.0,635.0,954.0,635.0,508.0,2021-06-01
CAPELA,0.0,3.0,0.0,0.0,150.0,324.0,150.0,77.0,184.0,867.0,184.0,122.0,836.0,1583.0,836.0,729.0,2021-06-01
ESTANCIA,0.0,0.0,0.0,0.0,482.0,469.0,482.0,204.0,629.0,1689.0,629.0,300.0,2074.0,3371.0,2074.0,1521.0,2021-06-01
MOITA BONITA,0.0,0.0,0.0,0.0,41.0,78.0,41.0,21.0,47.0,333.0,47.0,18.0,791.0,791.0,791.0,650.0,2021-06-01
TOMAR DO GERU,0.0,1.0,0.0,0.0,23.0,43.0,23.0,13.0,40.0,141.0,40.0,41.0,424.0,589.0,424.0,384.0,2021-06-01
ITABAIANINHA,0.0,0.0,0.0,0.0,143.0,300.0,143.0,91.0,143.0,899.0,143.0,95.0,1376.0,1850.0,1376.0,1192.0,2021-06-01
ITABAIANA,0.0,0.0,0.0,0.0,561.0,959.0,561.0,287.0,715.0,2117.0,715.0,359.0,3180.0,4700.0,3180.0,2312.0,2021-06-01
NOSSA SENHORA DA GLORIA,0.0,1.0,0.0,1.0,133.0,279.0,133.0,65.0,232.0,643.0,232.0,107.0,1017.0,1827.0,1017.0,880.0,2021-06-01
FREI PAULO,0.0,0.0,0.0,0.0,69.0,168.0,69.0,37.0,42.0,335.0,42.0,30.0,735.0,801.0,735.0,568.0,2021-06-01
SAO MIGUEL DO ALEIXO,0.0,0.0,0.0,0.0,28.0,43.0,28.0,18.0,22.0,72.0,22.0,14.0,211.0,241.0,211.0,153.0,2021-06-01
BOQUIM,0.0,0.0,0.0,0.0,101.0,90.0,101.0,59.0,155.0,414.0,155.0,89.0,867.0,1373.0,867.0,748.0,2021-06-01
JAPOATA,0.0,0.0,0.0,0.0,64.0,154.0,64.0,27.0,58.0,311.0,58.0,31.0,482.0,687.0,482.0,443.0,2021-06-01
SIMAO DIAS,0.0,0.0,0.0,0.0,215.0,216.0,215.0,83.0,197.0,441.0,197.0,107.0,1470.0,2201.0,1470.0,1099.0,2021-06-01
POCO REDONDO,0.0,1.0,0.0,0.0,102.0,248.0,102.0,43.0,135.0,690.0,135.0,76.0,1211.0,1271.0,1211.0,1127.0,2021-06-01
SANTA LUZIA DO ITANHY,0.0,0.0,0.0,0.0,33.0,477.0,33.0,21.0,60.0,618.0,60.0,33.0,320.0,636.0,320.0,343.0,2021-06-01
PINHAO,0.0,0.0,0.0,0.0,17.0,42.0,17.0,19.0,18.0,102.0,18.0,26.0,409.0,385.0,409.0,346.0,2021-06-01
AREIA BRANCA,0.0,0.0,0.0,0.0,55.0,107.0,55.0,30.0,92.0,329.0,92.0,51.0,581.0,839.0,581.0,490.0,2021-06-01
MONTE ALEGRE DE SERGIPE,0.0,0.0,0.0,0.0,59.0,53.0,59.0,25.0,45.0,140.0,45.0,39.0,587.0,620.0,587.0,561.0,2021-06-01
RIACHAO DO DANTAS,0.0,0.0,0.0,0.0,98.0,166.0,98.0,47.0,65.0,480.0,65.0,51.0,865.0,1103.0,865.0,744.0,2021-06-01
ITAPORANGA D'AJUDA,0.0,1.0,0.0,0.0,102.0,194.0,102.0,77.0,136.0,670.0,136.0,110.0,1236.0,1661.0,1236.0,1075.0,2021-06-01
NEOPOLIS,0.0,0.0,0.0,0.0,63.0,83.0,63.0,45.0,152.0,364.0,152.0,100.0,708.0,945.0,708.0,632.0,2021-06-01
CEDRO DE SAO JOAO,0.0,0.0,0.0,0.0,48.0,55.0,48.0,27.0,25.0,148.0,25.0,23.0,319.0,344.0,319.0,250.0,2021-06-01
PORTO DA FOLHA,0.0,0.0,0.0,0.0,152.0,303.0,152.0,115.0,165.0,552.0,165.0,139.0,1265.0,1467.0,1265.0,1157.0,2021-06-01
GARARU,0.0,0.0,0.0,0.0,21.0,32.0,21.0,13.0,49.0,148.0,49.0,56.0,486.0,697.0,486.0,481.0,2021-06-01
NOSSA SENHORA DAS DORES,0.0,0.0,0.0,0.0,192.0,189.0,192.0,87.0,129.0,497.0,129.0,110.0,1220.0,1465.0,1220.0,1008.0,2021-06-01
PIRAMBU,0.0,0.0,0.0,0.0,45.0,92.0,45.0,20.0,43.0,264.0,43.0,55.0,370.0,430.0,370.0,345.0,2021-06-01
INDIAROBA,0.0,0.0,0.0,0.0,54.0,104.0,54.0,32.0,81.0,199.0,81.0,64.0,487.0,720.0,487.0,443.0,2021-06-01
AQUIDABA,0.0,0.0,0.0,0.0,121.0,152.0,121.0,55.0,97.0,386.0,97.0,84.0,943.0,1225.0,943.0,828.0,2021-06-01
ILHA DAS FLORES,0.0,0.0,0.0,0.0,15.0,103.0,15.0,12.0,42.0,208.0,42.0,40.0,294.0,392.0,294.0,233.0,2021-06-01
SAO CRISTOVAO,0.0,0.0,0.0,0.0,27.0,244.0,27.0,18.0,29.0,614.0,29.0,15.0,14.0,674.0,14.0,11.0,2021-06-01
MACAMBIRA,0.0,0.0,0.0,0.0,28.0,51.0,28.0,16.0,34.0,128.0,34.0,16.0,379.0,432.0,379.0,313.0,2021-06-01
ARAUA,0.0,0.0,0.0,0.0,21.0,50.0,21.0,15.0,61.0,186.0,61.0,34.0,370.0,602.0,370.0,313.0,2021-06-01
JAPARATUBA,0.0,0.0,0.0,0.0,78.0,132.0,78.0,36.0,93.0,394.0,93.0,77.0,700.0,939.0,700.0,629.0,2021-06-01
MALHADOR,0.0,0.0,0.0,0.0,34.0,39.0,34.0,17.0,58.0,215.0,58.0,33.0,525.0,679.0,525.0,474.0,2021-06-01
NOSSA SENHORA APARECIDA,0.0,0.0,0.0,1.0,59.0,98.0,59.0,35.0,53.0,184.0,53.0,46.0,422.0,652.0,422.0,465.0,2021-06-01
PROPRIA,0.0,0.0,0.0,0.0,98.0,286.0,98.0,57.0,167.0,873.0,167.0,108.0,649.0,1225.0,649.0,518.0,2021-06-01
POCO VERDE,0.0,0.0,0.0,0.0,111.0,198.0,111.0,49.0,92.0,402.0,92.0,56.0,938.0,1402.0,938.0,820.0,2021-06-01
CARIRA,0.0,0.0,0.0,0.0,66.0,76.0,66.0,27.0,101.0,422.0,101.0,54.0,1086.0,1281.0,1086.0,974.0,2021-06-01
BREJO GRANDE,0.0,0.0,0.0,0.0,37.0,197.0,37.0,21.0,38.0,241.0,38.0,20.0,156.0,298.0,156.0,122.0,2021-06-01
PEDRA MOLE,0.0,0.0,0.0,0.0,14.0,24.0,14.0,14.0,22.0,82.0,22.0,15.0,150.0,194.0,150.0,134.0,2021-06-01
BARRA DOS COQUEIROS,0.0,1.0,0.0,0.0,142.0,225.0,142.0,61.0,204.0,695.0,204.0,140.0,1156.0,1215.0,1156.0,930.0,2021-06-01
DIVINA PASTORA,0.0,0.0,0.0,0.0,43.0,39.0,43.0,10.0,43.0,119.0,43.0,46.0,172.0,244.0,172.0,155.0,2021-06-01
SANTA ROSA DE LIMA,0.0,0.0,0.0,0.0,14.0,16.0,14.0,7.0,29.0,74.0,29.0,26.0,180.0,219.0,180.0,161.0,2021-06-01
SANTANA DO SAO FRANCISCO,0.0,0.0,0.0,0.0,17.0,27.0,17.0,16.0,35.0,131.0,35.0,28.0,226.0,322.0,226.0,193.0,2021-06-01
PACATUBA,0.0,0.0,0.0,0.0,46.0,61.0,46.0,32.0,51.0,308.0,51.0,49.0,470.0,692.0,470.0,447.0,2021-06-01
SALGADO,0.0,0.0,0.0,0.0,83.0,81.0,83.0,30.0,84.0,308.0,84.0,38.0,919.0,1088.0,919.0,799.0,2021-06-01
RIBEIROPOLIS,0.0,0.0,0.0,0.0,94.0,190.0,94.0,60.0,125.0,424.0,125.0,83.0,1065.0,1118.0,1065.0,874.0,2021-06-01
PEDRINHAS,0.0,0.0,0.0,0.0,33.0,39.0,33.0,17.0,30.0,152.0,30.0,35.0,332.0,420.0,332.0,233.0,2021-06-01
CAMPO DO BRITO,0.0,0.0,0.0,0.0,82.0,107.0,82.0,41.0,68.0,305.0,68.0,42.0,982.0,1025.0,982.0,740.0,2021-06-01
CRISTINAPOLIS,0.0,0.0,0.0,0.0,57.0,104.0,57.0,32.0,56.0,269.0,56.0,36.0,433.0,478.0,433.0,422.0,2021-06-01
CANHOBA,0.0,0.0,0.0,0.0,12.0,25.0,12.0,13.0,29.0,85.0,29.0,27.0,170.0,242.0,170.0,160.0,2021-06-01
MALHADA DOS BOIS,0.0,0.0,0.0,0.0,12.0,20.0,12.0,12.0,27.0,74.0,27.0,32.0,91.0,182.0,91.0,78.0,2021-06-01
CARMOPOLIS,0.0,0.0,0.0,0.0,66.0,43.0,66.0,16.0,105.0,298.0,105.0,58.0,173.0,463.0,173.0,138.0,2021-06-01
SIRIRI,0.0,0.0,0.0,0.0,32.0,74.0,32.0,18.0,54.0,145.0,54.0,28.0,415.0,423.0,415.0,355.0,2021-06-01
NOSSA SENHORA DE LOURDES,0.0,0.0,0.0,0.0,32.0,45.0,32.0,10.0,24.0,147.0,24.0,30.0,282.0,374.0,282.0,241.0,2021-06-01
ITABI,0.0,0.0,0.0,0.0,17.0,42.0,17.0,14.0,23.0,138.0,23.0,31.0,290.0,372.0,290.0,271.0,2021-06-01
SAO FRANCISCO,0.0,0.0,0.0,0.0,21.0,38.0,21.0,16.0,17.0,70.0,17.0,25.0,147.0,193.0,147.0,136.0,2021-06-01
UMBAUBA,0.0,0.0,0.0,0.0,100.0,56.0,100.0,41.0,98.0,99.0,98.0,83.0,850.0,1013.0,850.0,674.0,2021-06-01
ROSARIO DO CATETE,0.0,0.0,0.0,0.0,48.0,48.0,48.0,17.0,101.0,248.0,101.0,34.0,271.0,346.0,271.0,216.0,2021-06-01
CUMBE,0.0,0.0,0.0,0.0,12.0,64.0,12.0,6.0,19.0,140.0,19.0,30.0,202.0,225.0,202.0,163.0,2021-06-01
RIACHUELO,0.0,0.0,0.0,0.0,52.0,71.0,52.0,16.0,64.0,183.0,64.0,45.0,326.0,344.0,326.0,237.0,2021-06-01
GENERAL MAYNARD,0.0,0.0,0.0,0.0,30.0,32.0,30.0,8.0,24.0,108.0,24.0,22.0,154.0,164.0,154.0,131.0,2021-06-01
MURIBECA,0.0,0.0,0.0,0.0,30.0,47.0,30.0,17.0,33.0,172.0,33.0,25.0,296.0,465.0,296.0,217.0,2021-06-01
GRACHO CARDOSO,0.0,0.0,0.0,0.0,23.0,28.0,23.0,12.0,21.0,179.0,21.0,27.0,234.0,347.0,234.0,229.0,2021-06-01
FEIRA NOVA,0.0,0.0,0.0,0.0,13.0,28.0,13.0,7.0,24.0,83.0,24.0,25.0,243.0,277.0,243.0,207.0,2021-06-01
SAO DOMINGOS,0.0,0.0,0.0,0.0,48.0,82.0,48.0,27.0,59.0,220.0,59.0,25.0,565.0,611.0,565.0,509.0,2021-06-01
TELHA,0.0,0.0,0.0,0.0,16.0,19.0,16.0,10.0,24.0,104.0,24.0,31.0,119.0,137.0,119.0,98.0,2021-06-01
SANTO AMARO DAS BROTAS,1.0,0.0,1.0,0.0,28.0,50.0,28.0,11.0,66.0,319.0,66.0,35.0,149.0,457.0,149.0,115.0,2021-06-01
AMPARO DE SAO FRANCISCO,0.0,0.0,0.0,0.0,11.0,56.0,11.0,11.0,14.0,121.0,14.0,24.0,73.0,127.0,73.0,57.0,2021-06-01
NOSSA SENHORA DO SOCORRO,0.0,0.0,0.0,0.0,574.0,2304.0,574.0,356.0,1007.0,11279.0,1007.0,531.0,6414.0,5712.0,6414.0,4518.0,2021-07-01
LAGARTO,0.0,0.0,0.0,0.0,1094.0,2054.0,1094.0,526.0,1604.0,8038.0,1604.0,1013.0,4030.0,5041.0,4030.0,3146.0,2021-07-01
CANINDE DE SAO FRANCISCO,0.0,0.0,0.0,0.0,53.0,318.0,53.0,39.0,116.0,1391.0,116.0,79.0,750.0,1100.0,750.0,687.0,2021-07-01
MARUIM,0.0,0.0,0.0,0.0,37.0,109.0,37.0,20.0,113.0,811.0,113.0,73.0,621.0,655.0,621.0,456.0,2021-07-01
ARACAJU,5.0,13.0,5.0,3.0,6501.0,10064.0,6501.0,2672.0,10601.0,58152.0,10601.0,5632.0,32130.0,30836.0,32130.0,19365.0,2021-07-01
TOBIAS BARRETO,0.0,1.0,0.0,0.0,280.0,1461.0,280.0,205.0,790.0,3924.0,790.0,631.0,2727.0,2841.0,2727.0,2160.0,2021-07-01
LARANJEIRAS,0.0,0.0,0.0,0.0,61.0,734.0,61.0,25.0,254.0,2363.0,254.0,154.0,832.0,960.0,832.0,666.0,2021-07-01
CAPELA,0.0,3.0,0.0,0.0,155.0,588.0,155.0,79.0,194.0,2451.0,194.0,130.0,1044.0,1618.0,1044.0,870.0,2021-07-01
ESTANCIA,0.0,0.0,0.0,0.0,551.0,1105.0,551.0,248.0,1460.0,4461.0,1460.0,1179.0,2811.0,3407.0,2811.0,2138.0,2021-07-01
MOITA BONITA,0.0,0.0,0.0,0.0,41.0,261.0,41.0,21.0,47.0,884.0,47.0,18.0,793.0,798.0,793.0,656.0,2021-07-01
TOMAR DO GERU,0.0,1.0,0.0,0.0,26.0,95.0,26.0,15.0,45.0,860.0,45.0,43.0,514.0,604.0,514.0,436.0,2021-07-01
ITABAIANINHA,0.0,0.0,0.0,0.0,151.0,855.0,151.0,97.0,148.0,2379.0,148.0,101.0,1634.0,1878.0,1634.0,1345.0,2021-07-01
ITABAIANA,0.0,0.0,0.0,0.0,591.0,1984.0,591.0,314.0,1509.0,6088.0,1509.0,965.0,3675.0,4746.0,3675.0,2716.0,2021-07-01
NOSSA SENHORA DA GLORIA,0.0,1.0,0.0,1.0,156.0,811.0,156.0,78.0,541.0,2169.0,541.0,364.0,1254.0,1866.0,1254.0,1076.0,2021-07-01
FREI PAULO,0.0,0.0,0.0,0.0,69.0,269.0,69.0,37.0,42.0,1085.0,42.0,31.0,738.0,808.0,738.0,569.0,2021-07-01
SAO MIGUEL DO ALEIXO,0.0,0.0,0.0,0.0,29.0,97.0,29.0,23.0,27.0,263.0,27.0,18.0,252.0,243.0,252.0,183.0,2021-07-01
BOQUIM,0.0,0.0,0.0,0.0,112.0,331.0,112.0,65.0,184.0,1682.0,184.0,102.0,911.0,1384.0,911.0,773.0,2021-07-01
JAPOATA,0.0,0.0,0.0,0.0,64.0,260.0,64.0,27.0,59.0,982.0,59.0,32.0,555.0,696.0,555.0,509.0,2021-07-01
SIMAO DIAS,0.0,0.0,0.0,0.0,265.0,1039.0,265.0,108.0,367.0,2389.0,367.0,254.0,1890.0,2239.0,1890.0,1413.0,2021-07-01
POCO REDONDO,0.0,1.0,0.0,0.0,104.0,388.0,104.0,44.0,142.0,2090.0,142.0,85.0,1237.0,1288.0,1237.0,1146.0,2021-07-01
SANTA LUZIA DO ITANHY,0.0,0.0,0.0,0.0,34.0,553.0,34.0,24.0,61.0,1236.0,61.0,35.0,375.0,649.0,375.0,398.0,2021-07-01
PINHAO,0.0,0.0,0.0,0.0,17.0,68.0,17.0,19.0,18.0,576.0,18.0,27.0,410.0,387.0,410.0,346.0,2021-07-01
AREIA BRANCA,0.0,1.0,0.0,0.0,59.0,446.0,59.0,32.0,96.0,1350.0,96.0,63.0,670.0,850.0,670.0,554.0,2021-07-01
MONTE ALEGRE DE SERGIPE,0.0,0.0,0.0,0.0,60.0,112.0,60.0,25.0,45.0,943.0,45.0,39.0,593.0,632.0,593.0,566.0,2021-07-01
RIACHAO DO DANTAS,0.0,0.0,0.0,0.0,99.0,259.0,99.0,47.0,69.0,1285.0,69.0,52.0,981.0,1115.0,981.0,829.0,2021-07-01
ITAPORANGA D'AJUDA,0.0,1.0,0.0,0.0,106.0,510.0,106.0,77.0,138.0,1895.0,138.0,110.0,1386.0,1666.0,1386.0,1170.0,2021-07-01
NEOPOLIS,0.0,0.0,0.0,0.0,65.0,326.0,65.0,46.0,154.0,1258.0,154.0,105.0,871.0,971.0,871.0,764.0,2021-07-01
CEDRO DE SAO JOAO,0.0,0.0,0.0,0.0,48.0,73.0,48.0,27.0,25.0,516.0,25.0,23.0,367.0,347.0,367.0,286.0,2021-07-01
PORTO DA FOLHA,0.0,0.0,0.0,0.0,153.0,380.0,153.0,115.0,166.0,2183.0,166.0,139.0,1280.0,1478.0,1280.0,1168.0,2021-07-01
GARARU,0.0,0.0,0.0,0.0,23.0,91.0,23.0,14.0,49.0,859.0,49.0,61.0,535.0,709.0,535.0,517.0,2021-07-01
