municipios,vacinados_parcial_F_17,vacinados_parcial_M_17,vacinados_completo_F_17,vacinados_completo_M_17,vacinados_parcial_F_35,vacinados_parcial_M_35,vacinados_completo_F_35,vacinados_completo_M_35,vacinados_parcial_F_59,vacinados_parcial_M_59,vacinados_completo_F_59,vacinados_completo_M_59,vacinados_parcial_F_200,vacinados_parcial_M_200,vacinados_completo_F_200,vacinados_completo_M_200,date
NOSSA SENHORA DAS DORES,0.0,0.0,0.0,0.0,192.0,550.0,192.0,89.0,131.0,1672.0,131.0,111.0,1228.0,1477.0,1228.0,1012.0,2021-07-01
PIRAMBU,0.0,0.0,0.0,0.0,45.0,146.0,45.0,20.0,43.0,710.0,43.0,59.0,372.0,439.0,372.0,345.0,2021-07-01
INDIAROBA,0.0,0.0,0.0,0.0,55.0,148.0,55.0,32.0,81.0,1057.0,81.0,65.0,576.0,734.0,576.0,516.0,2021-07-01
AQUIDABA,0.0,0.0,0.0,0.0,124.0,307.0,124.0,55.0,100.0,1537.0,100.0,84.0,1100.0,1247.0,1100.0,953.0,2021-07-01
ILHA DAS FLORES,0.0,0.0,0.0,0.0,15.0,128.0,15.0,12.0,42.0,502.0,42.0,40.0,348.0,398.0,348.0,276.0,2021-07-01
SAO CRISTOVAO,0.0,0.0,0.0,0.0,29.0,1643.0,29.0,19.0,35.0,1650.0,35.0,24.0,15.0,684.0,15.0,11.0,2021-07-01
MACAMBIRA,0.0,0.0,0.0,0.0,28.0,89.0,28.0,17.0,42.0,494.0,42.0,22.0,379.0,437.0,379.0,314.0,2021-07-01
ARAUA,0.0,0.0,0.0,0.0,22.0,92.0,22.0,15.0,61.0,530.0,61.0,34.0,431.0,609.0,431.0,345.0,2021-07-01
JAPARATUBA,0.0,0.0,0.0,0.0,91.0,233.0,91.0,53.0,129.0,1359.0,129.0,94.0,720.0,944.0,720.0,636.0,2021-07-01
MALHADOR,0.0,0.0,0.0,0.0,39.0,176.0,39.0,17.0,62.0,897.0,62.0,37.0,533.0,690.0,533.0,478.0,2021-07-01
NOSSA SENHORA APARECIDA,0.0,0.0,0.0,1.0,59.0,222.0,59.0,35.0,55.0,684.0,55.0,46.0,423.0,655.0,423.0,467.0,2021-07-01
PROPRIA,0.0,0.0,0.0,0.0,125.0,615.0,125.0,77.0,209.0,2473.0,209.0,143.0,698.0,1277.0,698.0,555.0,2021-07-01
POCO VERDE,0.0,0.0,0.0,0.0,118.0,537.0,118.0,52.0,97.0,1775.0,97.0,60.0,1157.0,1405.0,1157.0,999.0,2021-07-01
CARIRA,0.0,0.0,0.0,0.0,73.0,185.0,73.0,35.0,107.0,1529.0,107.0,69.0,1194.0,1303.0,1194.0,1078.0,2021-07-01
BREJO GRANDE,0.0,0.0,0.0,0.0,39.0,214.0,39.0,22.0,41.0,483.0,41.0,23.0,209.0,303.0,209.0,150.0,2021-07-01
PEDRA MOLE,0.0,0.0,0.0,0.0,14.0,51.0,14.0,14.0,24.0,204.0,24.0,18.0,150.0,194.0,150.0,134.0,2021-07-01
BARRA DOS COQUEIROS,0.0,1.0,0.0,0.0,156.0,550.0,156.0,71.0,418.0,2348.0,418.0,329.0,1315.0,1232.0,1315.0,1011.0,2021-07-01
DIVINA PASTORA,0.0,0.0,0.0,0.0,44.0,63.0,44.0,11.0,43.0,401.0,43.0,46.0,193.0,246.0,193.0,177.0,2021-07-01
SANTA ROSA DE LIMA,0.0,0.0,0.0,0.0,14.0,44.0,14.0,7.0,29.0,315.0,29.0,26.0,211.0,220.0,211.0,183.0,2021-07-01
SANTANA DO SAO FRANCISCO,0.0,0.0,0.0,0.0,17.0,67.0,17.0,16.0,36.0,424.0,36.0,28.0,253.0,325.0,253.0,223.0,2021-07-01
PACATUBA,0.0,0.0,0.0,0.0,47.0,162.0,47.0,32.0,51.0,833.0,51.0,52.0,561.0,700.0,561.0,516.0,2021-07-01
SALGADO,0.0,0.0,0.0,0.0,83.0,204.0,83.0,31.0,85.0,1411.0,85.0,39.0,924.0,1096.0,924.0,803.0,2021-07-01
RIBEIROPOLIS,0.0,0.0,0.0,0.0,95.0,441.0,95.0,60.0,127.0,1371.0,127.0,86.0,1068.0,1126.0,1068.0,878.0,2021-07-01
PEDRINHAS,0.0,0.0,0.0,0.0,33.0,99.0,33.0,18.0,30.0,587.0,30.0,37.0,401.0,424.0,401.0,268.0,2021-07-01
CAMPO DO BRITO,0.0,0.0,0.0,0.0,82.0,273.0,82.0,41.0,71.0,1215.0,71.0,42.0,988.0,1041.0,988.0,743.0,2021-07-01
CRISTINAPOLIS,0.0,0.0,0.0,0.0,62.0,166.0,62.0,32.0,57.0,884.0,57.0,37.0,529.0,483.0,529.0,497.0,2021-07-01
CANHOBA,0.0,0.0,0.0,0.0,12.0,54.0,12.0,13.0,30.0,230.0,30.0,28.0,181.0,245.0,181.0,166.0,2021-07-01
MALHADA DOS BOIS,0.0,0.0,0.0,0.0,12.0,39.0,12.0,12.0,28.0,192.0,28.0,33.0,130.0,188.0,130.0,123.0,2021-07-01
CARMOPOLIS,0.0,0.0,0.0,0.0,67.0,78.0,67.0,16.0,105.0,870.0,105.0,58.0,199.0,474.0,199.0,152.0,2021-07-01
SIRIRI,0.0,0.0,0.0,0.0,34.0,147.0,34.0,18.0,55.0,560.0,55.0,29.0,416.0,429.0,416.0,355.0,2021-07-01
NOSSA SENHORA DE LOURDES,0.0,0.0,0.0,0.0,34.0,85.0,34.0,12.0,25.0,503.0,25.0,37.0,344.0,379.0,344.0,295.0,2021-07-01
ITABI,0.0,0.0,0.0,0.0,17.0,66.0,17.0,14.0,24.0,375.0,24.0,32.0,292.0,376.0,292.0,272.0,2021-07-01
SAO FRANCISCO,0.0,0.0,0.0,0.0,21.0,55.0,21.0,16.0,17.0,201.0,17.0,26.0,166.0,194.0,166.0,156.0,2021-07-01
UMBAUBA,0.0,0.0,0.0,0.0,100.0,68.0,100.0,41.0,99.0,836.0,99.0,83.0,982.0,1025.0,982.0,759.0,2021-07-01
ROSARIO DO CATETE,0.0,1.0,0.0,0.0,48.0,110.0,48.0,17.0,101.0,697.0,101.0,34.0,275.0,354.0,275.0,216.0,2021-07-01
CUMBE,0.0,0.0,0.0,0.0,15.0,79.0,15.0,7.0,21.0,392.0,21.0,33.0,230.0,226.0,230.0,185.0,2021-07-01
RIACHUELO,0.0,0.0,0.0,0.0,52.0,171.0,52.0,16.0,65.0,769.0,65.0,45.0,367.0,352.0,367.0,264.0,2021-07-01
GENERAL MAYNARD,0.0,0.0,0.0,0.0,30.0,41.0,30.0,8.0,24.0,255.0,24.0,23.0,155.0,166.0,155.0,131.0,2021-07-01
MURIBECA,0.0,0.0,0.0,0.0,30.0,98.0,30.0,17.0,35.0,535.0,35.0,25.0,456.0,477.0,456.0,370.0,2021-07-01
GRACHO CARDOSO,0.0,0.0,0.0,0.0,24.0,63.0,24.0,13.0,22.0,448.0,22.0,33.0,237.0,348.0,237.0,231.0,2021-07-01
FEIRA NOVA,0.0,0.0,0.0,0.0,13.0,77.0,13.0,7.0,24.0,369.0,24.0,25.0,250.0,283.0,250.0,210.0,2021-07-01
SAO DOMINGOS,0.0,0.0,0.0,0.0,49.0,165.0,49.0,28.0,60.0,684.0,60.0,26.0,582.0,613.0,582.0,523.0,2021-07-01
TELHA,0.0,0.0,0.0,0.0,16.0,68.0,16.0,10.0,24.0,220.0,24.0,34.0,123.0,139.0,123.0,103.0,2021-07-01
SANTO AMARO DAS BROTAS,1.0,0.0,1.0,0.0,28.0,50.0,28.0,11.0,66.0,320.0,66.0,35.0,149.0,457.0,149.0,116.0,2021-07-01
AMPARO DE SAO FRANCISCO,0.0,0.0,0.0,0.0,12.0,80.0,12.0,11.0,17.0,246.0,17.0,28.0,89.0,129.0,89.0,65.0,2021-07-01
NOSSA SENHORA DO SOCORRO,0.0,1.0,0.0,0.0,720.0,4253.0,720.0,588.0,3217.0,15790.0,3217.0,2430.0,7423.0,5791.0,7423.0,5355.0,2021-08-01
LAGARTO,0.0,0.0,0.0,0.0,1647.0,3797.0,1647.0,830.0,2583.0,11188.0,2583.0,1905.0,5300.0,5105.0,5300.0,4216.0,2021-08-01
CANINDE DE SAO FRANCISCO,0.0,0.0,0.0,0.0,295.0,406.0,295.0,133.0,386.0,2490.0,386.0,293.0,1001.0,1110.0,1001.0,968.0,2021-08-01
MARUIM,0.0,0.0,0.0,0.0,48.0,216.0,48.0,24.0,259.0,1503.0,259.0,210.0,789.0,663.0,789.0,585.0,2021-08-01
ARACAJU,6.0,16.0,6.0,4.0,9301.0,29189.0,9301.0,3822.0,17259.0,66303.0,17259.0,11141.0,45757.0,30892.0,45757.0,29437.0,2021-08-01
TOBIAS BARRETO,0.0,1.0,0.0,0.0,335.0,2429.0,335.0,303.0,985.0,5419.0,985.0,855.0,3297.0,2862.0,3297.0,2644.0,2021-08-01
LARANJEIRAS,0.0,0.0,0.0,0.0,532.0,2389.0,532.0,469.0,683.0,3141.0,683.0,660.0,951.0,971.0,951.0,791.0,2021-08-01
CAPELA,0.0,3.0,0.0,0.0,369.0,1299.0,369.0,194.0,500.0,3601.0,500.0,417.0,1519.0,1642.0,1519.0,1261.0,2021-08-01
ESTANCIA,0.0,0.0,0.0,0.0,710.0,1816.0,710.0,354.0,2074.0,6224.0,2074.0,1870.0,3961.0,3437.0,3961.0,3164.0,2021-08-01
MOITA BONITA,0.0,1.0,0.0,0.0,84.0,364.0,84.0,62.0,352.0,1253.0,352.0,244.0,883.0,801.0,883.0,731.0,2021-08-01
TOMAR DO GERU,0.0,1.0,0.0,0.0,31.0,257.0,31.0,17.0,165.0,1230.0,165.0,163.0,586.0,613.0,586.0,500.0,2021-08-01
ITABAIANINHA,0.0,1.0,0.0,0.0,247.0,1577.0,247.0,183.0,728.0,3612.0,728.0,605.0,1987.0,1896.0,1987.0,1712.0,2021-08-01
ITABAIANA,0.0,0.0,0.0,0.0,773.0,2562.0,773.0,372.0,2518.0,9655.0,2518.0,1633.0,5630.0,4774.0,5630.0,4249.0,2021-08-01
NOSSA SENHORA DA GLORIA,0.0,1.0,0.0,1.0,192.0,966.0,192.0,103.0,742.0,3502.0,742.0,553.0,1905.0,1879.0,1905.0,1664.0,2021-08-01
FREI PAULO,0.0,0.0,0.0,0.0,118.0,650.0,118.0,77.0,237.0,1586.0,237.0,187.0,901.0,817.0,901.0,730.0,2021-08-01
SAO MIGUEL DO ALEIXO,0.0,0.0,0.0,0.0,54.0,101.0,54.0,28.0,79.0,398.0,79.0,73.0,282.0,243.0,282.0,214.0,2021-08-01
BOQUIM,0.0,0.0,0.0,1.0,153.0,371.0,153.0,77.0,480.0,2563.0,480.0,360.0,1162.0,1393.0,1162.0,981.0,2021-08-01
JAPOATA,0.0,0.0,0.0,0.0,178.0,291.0,178.0,118.0,240.0,1431.0,240.0,213.0,650.0,699.0,650.0,599.0,2021-08-01
SIMAO DIAS,0.0,0.0,0.0,0.0,336.0,1187.0,336.0,179.0,557.0,3642.0,557.0,425.0,2185.0,2257.0,2185.0,1659.0,2021-08-01
POCO REDONDO,0.0,1.0,0.0,0.0,198.0,668.0,198.0,129.0,348.0,2835.0,348.0,260.0,1287.0,1314.0,1287.0,1190.0,2021-08-01
SANTA LUZIA DO ITANHY,0.0,0.0,0.0,0.0,463.0,853.0,463.0,367.0,509.0,1454.0,509.0,480.0,539.0,656.0,539.0,576.0,2021-08-01
PINHAO,0.0,0.0,0.0,0.0,29.0,114.0,29.0,22.0,107.0,721.0,107.0,101.0,465.0,388.0,465.0,383.0,2021-08-01
AREIA BRANCA,0.0,1.0,0.0,0.0,96.0,611.0,96.0,56.0,347.0,1906.0,347.0,247.0,874.0,860.0,874.0,727.0,2021-08-01
MONTE ALEGRE DE SERGIPE,0.0,0.0,0.0,0.0,70.0,134.0,70.0,61.0,172.0,1265.0,172.0,162.0,646.0,636.0,646.0,595.0,2021-08-01
RIACHAO DO DANTAS,0.0,0.0,0.0,0.0,171.0,329.0,171.0,87.0,340.0,1944.0,340.0,311.0,1176.0,1120.0,1176.0,1025.0,2021-08-01
ITAPORANGA D'AJUDA,0.0,1.0,0.0,0.0,209.0,976.0,209.0,136.0,449.0,3188.0,449.0,385.0,1696.0,1682.0,1696.0,1474.0,2021-08-01
NEOPOLIS,0.0,0.0,0.0,0.0,96.0,687.0,96.0,70.0,266.0,1910.0,266.0,229.0,1009.0,980.0,1009.0,873.0,2021-08-01
CEDRO DE SAO JOAO,0.0,0.0,0.0,0.0,53.0,118.0,53.0,32.0,70.0,639.0,70.0,76.0,407.0,349.0,407.0,329.0,2021-08-01
PORTO DA FOLHA,0.0,0.0,0.0,0.0,266.0,392.0,266.0,231.0,584.0,3018.0,584.0,533.0,1557.0,1485.0,1557.0,1445.0,2021-08-01
GARARU,0.0,0.0,0.0,0.0,34.0,124.0,34.0,23.0,144.0,1308.0,144.0,192.0,612.0,714.0,612.0,628.0,2021-08-01
NOSSA SENHORA DAS DORES,0.0,0.0,0.0,0.0,243.0,694.0,243.0,122.0,406.0,2630.0,406.0,395.0,1575.0,1495.0,1575.0,1302.0,2021-08-01
PIRAMBU,0.0,0.0,0.0,0.0,94.0,205.0,94.0,47.0,247.0,968.0,247.0,215.0,437.0,442.0,437.0,416.0,2021-08-01
INDIAROBA,0.0,0.0,0.0,0.0,103.0,296.0,103.0,61.0,294.0,1623.0,294.0,241.0,690.0,749.0,690.0,621.0,2021-08-01
AQUIDABA,0.0,0.0,0.0,0.0,171.0,560.0,171.0,85.0,255.0,1969.0,255.0,232.0,1298.0,1255.0,1298.0,1119.0,2021-08-01
ILHA DAS FLORES,0.0,0.0,0.0,0.0,105.0,143.0,105.0,80.0,163.0,763.0,163.0,157.0,439.0,406.0,439.0,340.0,2021-08-01
SAO CRISTOVAO,0.0,0.0,0.0,0.0,31.0,1657.0,31.0,21.0,38.0,1671.0,38.0,35.0,17.0,685.0,17.0,15.0,2021-08-01
MACAMBIRA,0.0,0.0,0.0,0.0,39.0,136.0,39.0,27.0,165.0,716.0,165.0,114.0,478.0,437.0,478.0,396.0,2021-08-01
ARAUA,0.0,0.0,0.0,0.0,25.0,112.0,25.0,24.0,151.0,1030.0,151.0,131.0,577.0,609.0,577.0,488.0,2021-08-01
JAPARATUBA,0.0,0.0,0.0,0.0,116.0,357.0,116.0,70.0,324.0,1842.0,324.0,300.0,899.0,949.0,899.0,827.0,2021-08-01
MALHADOR,0.0,0.0,0.0,0.0,83.0,214.0,83.0,25.0,161.0,1336.0,161.0,116.0,733.0,694.0,733.0,658.0,2021-08-01
NOSSA SENHORA APARECIDA,0.0,0.0,0.0,1.0,64.0,287.0,64.0,40.0,156.0,1062.0,156.0,138.0,487.0,659.0,487.0,548.0,2021-08-01
PROPRIA,0.0,0.0,0.0,0.0,162.0,1014.0,162.0,90.0,266.0,2745.0,266.0,172.0,744.0,1283.0,744.0,618.0,2021-08-01
POCO VERDE,0.0,0.0,0.0,0.0,146.0,653.0,146.0,84.0,253.0,2420.0,253.0,228.0,1303.0,1406.0,1303.0,1117.0,2021-08-01
CARIRA,0.0,0.0,0.0,0.0,78.0,387.0,78.0,42.0,222.0,2182.0,222.0,214.0,1329.0,1316.0,1329.0,1201.0,2021-08-01
BREJO GRANDE,0.0,0.0,0.0,0.0,150.0,330.0,150.0,103.0,142.0,730.0,142.0,122.0,300.0,306.0,300.0,220.0,2021-08-01
PEDRA MOLE,0.0,0.0,0.0,0.0,34.0,71.0,34.0,23.0,97.0,324.0,97.0,74.0,210.0,195.0,210.0,191.0,2021-08-01
BARRA DOS COQUEIROS,0.0,1.0,0.0,0.0,219.0,651.0,219.0,136.0,709.0,3579.0,709.0,577.0,1526.0,1240.0,1526.0,1152.0,2021-08-01
DIVINA PASTORA,0.0,0.0,0.0,0.0,65.0,65.0,65.0,14.0,108.0,552.0,108.0,102.0,230.0,246.0,230.0,215.0,2021-08-01
SANTA ROSA DE LIMA,0.0,0.0,0.0,0.0,21.0,77.0,21.0,14.0,104.0,433.0,104.0,115.0,238.0,221.0,238.0,217.0,2021-08-01
SANTANA DO SAO FRANCISCO,0.0,0.0,0.0,0.0,52.0,71.0,52.0,25.0,119.0,697.0,119.0,109.0,353.0,330.0,353.0,303.0,2021-08-01
PACATUBA,0.0,0.0,0.0,0.0,107.0,210.0,107.0,42.0,138.0,1349.0,138.0,138.0,715.0,703.0,715.0,661.0,2021-08-01
SALGADO,0.0,0.0,0.0,0.0,112.0,244.0,112.0,48.0,244.0,2196.0,244.0,212.0,1136.0,1103.0,1136.0,1003.0,2021-08-01
RIBEIROPOLIS,0.0,0.0,0.0,0.0,128.0,466.0,128.0,90.0,425.0,2010.0,425.0,285.0,1307.0,1129.0,1307.0,1092.0,2021-08-01
PEDRINHAS,0.0,0.0,0.0,0.0,42.0,165.0,42.0,33.0,125.0,851.0,125.0,121.0,497.0,424.0,497.0,357.0,2021-08-01
CAMPO DO BRITO,0.0,0.0,0.0,0.0,115.0,300.0,115.0,47.0,263.0,1783.0,263.0,192.0,1245.0,1047.0,1245.0,939.0,2021-08-01
CRISTINAPOLIS,0.0,0.0,0.0,0.0,74.0,352.0,74.0,41.0,143.0,1409.0,143.0,127.0,534.0,491.0,534.0,510.0,2021-08-01
CANHOBA,0.0,0.0,0.0,0.0,12.0,77.0,12.0,17.0,60.0,448.0,60.0,57.0,185.0,247.0,185.0,176.0,2021-08-01
MALHADA DOS BOIS,0.0,0.0,0.0,0.0,13.0,52.0,13.0,15.0,53.0,304.0,53.0,47.0,142.0,191.0,142.0,136.0,2021-08-01
CARMOPOLIS,0.0,0.0,0.0,0.0,95.0,186.0,95.0,16.0,279.0,1369.0,279.0,207.0,339.0,475.0,339.0,275.0,2021-08-01
SIRIRI,0.0,0.0,0.0,0.0,115.0,217.0,115.0,43.0,175.0,867.0,175.0,142.0,469.0,430.0,469.0,409.0,2021-08-01
NOSSA SENHORA DE LOURDES,0.0,0.0,0.0,0.0,45.0,132.0,45.0,20.0,64.0,764.0,64.0,80.0,410.0,383.0,410.0,349.0,2021-08-01
ITABI,0.0,0.0,0.0,0.0,17.0,70.0,17.0,15.0,44.0,548.0,44.0,53.0,379.0,378.0,379.0,345.0,2021-08-01
SAO FRANCISCO,0.0,0.0,0.0,0.0,42.0,61.0,42.0,19.0,46.0,366.0,46.0,64.0,195.0,198.0,195.0,178.0,2021-08-01
UMBAUBA,0.0,0.0,0.0,0.0,101.0,70.0,101.0,41.0,100.0,836.0,100.0,84.0,1219.0,1025.0,1219.0,968.0,2021-08-01
ROSARIO DO CATETE,0.0,1.0,0.0,0.0,83.0,758.0,83.0,27.0,209.0,1209.0,209.0,157.0,361.0,358.0,361.0,293.0,2021-08-01
CUMBE,0.0,0.0,0.0,0.0,44.0,141.0,44.0,46.0,143.0,497.0,143.0,115.0,270.0,226.0,270.0,212.0,2021-08-01
RIACHUELO,1.0,0.0,1.0,0.0,96.0,483.0,96.0,64.0,195.0,1030.0,195.0,162.0,417.0,359.0,417.0,312.0,2021-08-01
GENERAL MAYNARD,0.0,0.0,0.0,0.0,42.0,46.0,42.0,15.0,85.0,351.0,85.0,89.0,196.0,166.0,196.0,165.0,2021-08-01
MURIBECA,0.0,0.0,0.0,0.0,39.0,274.0,39.0,26.0,75.0,929.0,75.0,74.0,500.0,498.0,500.0,413.0,2021-08-01
GRACHO CARDOSO,0.0,0.0,0.0,0.0,27.0,73.0,27.0,16.0,65.0,712.0,65.0,72.0,305.0,350.0,305.0,288.0,2021-08-01
FEIRA NOVA,0.0,0.0,0.0,0.0,20.0,78.0,20.0,11.0,46.0,511.0,46.0,57.0,311.0,287.0,311.0,259.0,2021-08-01
SAO DOMINGOS,0.0,0.0,0.0,0.0,55.0,254.0,55.0,35.0,157.0,1107.0,157.0,99.0,658.0,615.0,658.0,583.0,2021-08-01
TELHA,0.0,0.0,0.0,0.0,27.0,75.0,27.0,19.0,81.0,353.0,81.0,86.0,140.0,140.0,140.0,128.0,2021-08-01
SANTO AMARO DAS BROTAS,1.0,0.0,1.0,0.0,28.0,56.0,28.0,11.0,67.0,322.0,67.0,36.0,149.0,457.0,149.0,116.0,2021-08-01
AMPARO DE SAO FRANCISCO,0.0,0.0,0.0,0.0,53.0,120.0,53.0,45.0,83.0,282.0,83.0,90.0,131.0,131.0,131.0,107.0,2021-08-01
NOSSA SENHORA DO SOCORRO,0.0,5.0,0.0,0.0,2031.0,18852.0,2031.0,1506.0,8179.0,18876.0,8179.0,5333.0,7723.0,5862.0,7723.0,5591.0,2021-09-01
LAGARTO,0.0,0.0,0.0,0.0,2365.0,7881.0,2365.0,1363.0,4622.0,11621.0,4622.0,3324.0,5462.0,5151.0,5462.0,4359.0,2021-09-01
CANINDE DE SAO FRANCISCO,0.0,0.0,0.0,0.0,492.0,2553.0,492.0,243.0,1230.0,2934.0,1230.0,850.0,1092.0,1128.0,1092.0,1058.0,2021-09-01
MARUIM,0.0,0.0,0.0,0.0,142.0,1322.0,142.0,71.0,743.0,1690.0,743.0,458.0,841.0,668.0,841.0,626.0,2021-09-01
ARACAJU,7.0,16.0,7.0,5.0,18637.0,67080.0,18637.0,11125.0,34051.0,73962.0,34051.0,24069.0,46975.0,31138.0,46975.0,30252.0,2021-09-01
TOBIAS BARRETO,0.0,3.0,0.0,0.0,1045.0,4901.0,1045.0,823.0,2198.0,5736.0,2198.0,1817.0,3438.0,2887.0,3438.0,2768.0,2021-09-01
LARANJEIRAS,0.0,0.0,0.0,0.0,663.0,2806.0,663.0,582.0,1066.0,3212.0,1066.0,899.0,967.0,975.0,967.0,804.0,2021-09-01
CAPELA,0.0,3.0,0.0,0.0,638.0,3283.0,638.0,354.0,1483.0,3849.0,1483.0,948.0,1642.0,1656.0,1642.0,1366.0,2021-09-01
ESTANCIA,0.0,0.0,0.0,0.0,1170.0,5040.0,1170.0,664.0,3963.0,6576.0,3963.0,3084.0,4121.0,3448.0,4121.0,3302.0,2021-09-01
MOITA BONITA,0.0,2.0,0.0,0.0,265.0,1131.0,265.0,142.0,746.0,1402.0,746.0,496.0,891.0,805.0,891.0,738.0,2021-09-01
TOMAR DO GERU,0.0,2.0,0.0,0.0,128.0,735.0,128.0,82.0,475.0,1341.0,475.0,382.0,633.0,618.0,633.0,555.0,2021-09-01
ITABAIANINHA,0.0,2.0,0.0,0.0,781.0,3514.0,781.0,553.0,2062.0,4216.0,2062.0,1509.0,2130.0,1921.0,2130.0,1826.0,2021-09-01
ITABAIANA,0.0,0.0,0.0,0.0,1752.0,8922.0,1752.0,1065.0,5370.0,10925.0,5370.0,3733.0,6007.0,4804.0,6007.0,4588.0,2021-09-01
NOSSA SENHORA DA GLORIA,1.0,1.0,1.0,1.0,525.0,3413.0,525.0,392.0,1779.0,4102.0,1779.0,1351.0,1979.0,1891.0,1979.0,1747.0,2021-09-01
FREI PAULO,0.0,0.0,0.0,0.0,408.0,1640.0,408.0,311.0,853.0,1727.0,853.0,649.0,936.0,826.0,936.0,767.0,2021-09-01
SAO MIGUEL DO ALEIXO,0.0,0.0,0.0,0.0,134.0,414.0,134.0,85.0,317.0,424.0,317.0,234.0,315.0,246.0,315.0,244.0,2021-09-01
BOQUIM,0.0,1.0,0.0,1.0,257.0,1947.0,257.0,172.0,1076.0,2914.0,1076.0,774.0,1252.0,1403.0,1252.0,1065.0,2021-09-01
JAPOATA,0.0,0.0,0.0,0.0,241.0,1147.0,241.0,162.0,486.0,1544.0,486.0,413.0,711.0,703.0,711.0,653.0,2021-09-01
SIMAO DIAS,0.0,0.0,0.0,0.0,461.0,2451.0,461.0,242.0,913.0,3848.0,913.0,637.0,2306.0,2265.0,2306.0,1784.0,2021-09-01
POCO REDONDO,0.0,1.0,0.0,0.0,565.0,2848.0,565.0,343.0,1557.0,3218.0,1557.0,1101.0,1329.0,1340.0,1329.0,1229.0,2021-09-01
SANTA LUZIA DO ITANHY,0.0,0.0,0.0,0.0,661.0,1338.0,661.0,507.0,868.0,1536.0,868.0,747.0,595.0,665.0,595.0,633.0,2021-09-01
PINHAO,0.0,0.0,0.0,0.0,45.0,643.0,45.0,25.0,184.0,759.0,184.0,167.0,466.0,389.0,466.0,388.0,2021-09-01
AREIA BRANCA,0.0,1.0,0.0,0.0,204.0,1858.0,204.0,126.0,819.0,2067.0,819.0,554.0,923.0,868.0,923.0,779.0,2021-09-01
MONTE ALEGRE DE SERGIPE,0.0,0.0,0.0,0.0,145.0,1121.0,145.0,106.0,481.0,1424.0,481.0,350.0,662.0,639.0,662.0,620.0,2021-09-01
RIACHAO DO DANTAS,0.0,0.0,0.0,0.0,303.0,1688.0,303.0,201.0,1162.0,2209.0,1162.0,810.0,1230.0,1133.0,1230.0,1079.0,2021-09-01
