municipios,vacinados_parcial_F_17,vacinados_parcial_M_17,vacinados_completo_F_17,vacinados_completo_M_17,vacinados_parcial_F_35,vacinados_parcial_M_35,vacinados_completo_F_35,vacinados_completo_M_35,vacinados_parcial_F_59,vacinados_parcial_M_59,vacinados_completo_F_59,vacinados_completo_M_59,vacinados_parcial_F_200,vacinados_parcial_M_200,vacinados_completo_F_200,vacinados_completo_M_200,date
NOSSA SENHORA DA GLORIA,3.0,237.0,3.0,1.0,3626.0,4715.0,3626.0,2833.0,4583.0,4481.0,4583.0,3813.0,2031.0,2228.0,2031.0,1784.0,2021-11-01
FREI PAULO,0.0,341.0,0.0,0.0,1360.0,1860.0,1360.0,1030.0,1878.0,1815.0,1878.0,1524.0,949.0,1089.0,949.0,787.0,2021-11-01
SAO MIGUEL DO ALEIXO,0.0,91.0,0.0,0.0,379.0,462.0,379.0,300.0,501.0,448.0,501.0,392.0,315.0,309.0,315.0,249.0,2021-11-01
BOQUIM,2.0,795.0,2.0,4.0,742.0,2289.0,742.0,613.0,3085.0,3108.0,3085.0,2486.0,1285.0,1670.0,1285.0,1095.0,2021-11-01
JAPOATA,0.0,205.0,0.0,0.0,744.0,1305.0,744.0,580.0,1194.0,1597.0,1194.0,1063.0,725.0,742.0,725.0,661.0,2021-11-01
SIMAO DIAS,0.0,2.0,0.0,0.0,465.0,2455.0,465.0,246.0,916.0,3854.0,916.0,649.0,2307.0,2267.0,2307.0,1784.0,2021-11-01
POCO REDONDO,11.0,1351.0,11.0,15.0,1976.0,3445.0,1976.0,1261.0,3121.0,3531.0,3121.0,2725.0,1364.0,1732.0,1364.0,1267.0,2021-11-01
SANTA LUZIA DO ITANHY,0.0,423.0,0.0,1.0,1195.0,1500.0,1195.0,932.0,1540.0,1629.0,1540.0,1394.0,622.0,736.0,622.0,657.0,2021-11-01
PINHAO,0.0,201.0,0.0,0.0,149.0,710.0,149.0,132.0,288.0,786.0,288.0,268.0,467.0,392.0,467.0,389.0,2021-11-01
AREIA BRANCA,0.0,385.0,0.0,0.0,755.0,2104.0,755.0,600.0,1793.0,2264.0,1793.0,1458.0,941.0,935.0,941.0,800.0,2021-11-01
MONTE ALEGRE DE SERGIPE,0.0,554.0,0.0,0.0,839.0,1425.0,839.0,479.0,1363.0,1595.0,1363.0,1122.0,670.0,729.0,670.0,634.0,2021-11-01
RIACHAO DO DANTAS,0.0,415.0,0.0,0.0,928.0,1890.0,928.0,658.0,1933.0,2371.0,1933.0,1642.0,1242.0,1165.0,1242.0,1105.0,2021-11-01
ITAPORANGA D'AJUDA,0.0,998.0,0.0,2.0,1512.0,3649.0,1512.0,1278.0,3485.0,4335.0,3485.0,3032.0,1844.0,2040.0,1844.0,1647.0,2021-11-01
NEOPOLIS,1.0,499.0,1.0,1.0,565.0,1723.0,565.0,498.0,1721.0,2153.0,1721.0,1426.0,1076.0,1090.0,1076.0,939.0,2021-11-01
CEDRO DE SAO JOAO,1.0,150.0,1.0,0.0,329.0,520.0,329.0,209.0,651.0,750.0,651.0,589.0,415.0,387.0,415.0,339.0,2021-11-01
PORTO DA FOLHA,0.0,477.0,0.0,0.0,948.0,3046.0,948.0,635.0,2857.0,3434.0,2857.0,2689.0,1604.0,1505.0,1604.0,1504.0,2021-11-01
GARARU,0.0,373.0,0.0,0.0,554.0,1195.0,554.0,503.0,1291.0,1557.0,1291.0,1262.0,692.0,826.0,692.0,725.0,2021-11-01
NOSSA SENHORA DAS DORES,9.0,890.0,9.0,6.0,1591.0,2855.0,1591.0,1242.0,3040.0,3205.0,3040.0,2585.0,1712.0,1924.0,1712.0,1419.0,2021-11-01
PIRAMBU,0.0,182.0,0.0,1.0,593.0,884.0,593.0,454.0,1042.0,1115.0,1042.0,900.0,461.0,520.0,461.0,440.0,2021-11-01
INDIAROBA,1.0,727.0,1.0,1.0,703.0,1473.0,703.0,430.0,1530.0,1925.0,1530.0,1288.0,793.0,810.0,793.0,736.0,2021-11-01
AQUIDABA,0.0,728.0,0.0,0.0,971.0,2022.0,971.0,672.0,2317.0,2448.0,2317.0,1897.0,1414.0,1455.0,1414.0,1250.0,2021-11-01
ILHA DAS FLORES,0.0,125.0,0.0,0.0,554.0,847.0,554.0,391.0,905.0,929.0,905.0,747.0,503.0,501.0,503.0,399.0,2021-11-01
SAO CRISTOVAO,0.0,1.0,0.0,1.0,148.0,3141.0,148.0,137.0,701.0,2023.0,701.0,627.0,97.0,691.0,97.0,76.0,2021-11-01
MACAMBIRA,0.0,177.0,0.0,0.0,642.0,716.0,642.0,438.0,940.0,860.0,940.0,740.0,505.0,609.0,505.0,438.0,2021-11-01
ARAUA,0.0,144.0,0.0,0.0,461.0,1059.0,461.0,386.0,1140.0,1398.0,1140.0,1034.0,652.0,730.0,652.0,570.0,2021-11-01
JAPARATUBA,1.0,549.0,1.0,0.0,581.0,1646.0,581.0,384.0,1593.0,2089.0,1593.0,1320.0,947.0,978.0,947.0,880.0,2021-11-01
MALHADOR,0.0,346.0,0.0,0.0,607.0,1233.0,607.0,394.0,1478.0,1603.0,1478.0,1224.0,758.0,865.0,758.0,702.0,2021-11-01
NOSSA SENHORA APARECIDA,1.0,194.0,1.0,3.0,561.0,1001.0,561.0,456.0,1045.0,1228.0,1045.0,968.0,517.0,697.0,517.0,574.0,2021-11-01
PROPRIA,0.0,76.0,0.0,0.0,182.0,1538.0,182.0,112.0,286.0,2838.0,286.0,197.0,745.0,1287.0,745.0,620.0,2021-11-01
POCO VERDE,0.0,535.0,0.0,1.0,1021.0,2172.0,1021.0,772.0,1742.0,2795.0,1742.0,1597.0,1344.0,1428.0,1344.0,1149.0,2021-11-01
CARIRA,2.0,218.0,2.0,5.0,598.0,1900.0,598.0,384.0,1589.0,2460.0,1589.0,1332.0,1408.0,1366.0,1408.0,1262.0,2021-11-01
BREJO GRANDE,0.0,1.0,0.0,0.0,197.0,615.0,197.0,134.0,262.0,777.0,262.0,209.0,313.0,310.0,313.0,238.0,2021-11-01
PEDRA MOLE,1.0,48.0,1.0,0.0,278.0,338.0,278.0,237.0,376.0,372.0,376.0,327.0,212.0,239.0,212.0,195.0,2021-11-01
BARRA DOS COQUEIROS,4.0,184.0,4.0,2.0,752.0,2999.0,752.0,648.0,2579.0,4004.0,2579.0,2181.0,1621.0,1307.0,1621.0,1236.0,2021-11-01
DIVINA PASTORA,0.0,191.0,0.0,0.0,332.0,478.0,332.0,250.0,618.0,630.0,618.0,545.0,245.0,276.0,245.0,227.0,2021-11-01
SANTA ROSA DE LIMA,0.0,125.0,0.0,0.0,202.0,367.0,202.0,138.0,429.0,516.0,429.0,352.0,244.0,265.0,244.0,227.0,2021-11-01
SANTANA DO SAO FRANCISCO,0.0,203.0,0.0,0.0,545.0,682.0,545.0,331.0,775.0,845.0,775.0,669.0,384.0,386.0,384.0,336.0,2021-11-01
PACATUBA,1.0,577.0,1.0,0.0,1169.0,1557.0,1169.0,878.0,1601.0,1740.0,1601.0,1533.0,752.0,858.0,752.0,718.0,2021-11-01
SALGADO,0.0,629.0,0.0,0.0,787.0,1926.0,787.0,559.0,2221.0,2579.0,2221.0,1884.0,1219.0,1257.0,1219.0,1074.0,2021-11-01
RIBEIROPOLIS,1.0,560.0,1.0,1.0,1159.0,1970.0,1159.0,1044.0,2447.0,2303.0,2447.0,1983.0,1333.0,1557.0,1333.0,1130.0,2021-11-01
PEDRINHAS,0.0,311.0,0.0,0.0,343.0,780.0,343.0,239.0,829.0,1010.0,829.0,660.0,529.0,428.0,529.0,382.0,2021-11-01
CAMPO DO BRITO,0.0,553.0,0.0,0.0,961.0,1787.0,961.0,643.0,1625.0,2192.0,1625.0,1260.0,1285.0,1286.0,1285.0,992.0,2021-11-01
CRISTINAPOLIS,0.0,42.0,0.0,0.0,142.0,1045.0,142.0,79.0,534.0,1524.0,534.0,399.0,547.0,498.0,547.0,523.0,2021-11-01
CANHOBA,0.0,17.0,0.0,0.0,304.0,466.0,304.0,276.0,443.0,579.0,443.0,386.0,231.0,261.0,231.0,234.0,2021-11-01
MALHADA DOS BOIS,0.0,139.0,0.0,0.0,130.0,414.0,130.0,89.0,270.0,432.0,270.0,229.0,165.0,199.0,165.0,161.0,2021-11-01
CARMOPOLIS,0.0,429.0,0.0,0.0,570.0,1296.0,570.0,391.0,1033.0,1627.0,1033.0,868.0,369.0,516.0,369.0,297.0,2021-11-01
SIRIRI,1.0,262.0,1.0,0.0,620.0,864.0,620.0,482.0,998.0,1008.0,998.0,881.0,494.0,589.0,494.0,438.0,2021-11-01
NOSSA SENHORA DE LOURDES,1.0,181.0,1.0,0.0,374.0,677.0,374.0,287.0,630.0,880.0,630.0,559.0,429.0,401.0,429.0,376.0,2021-11-01
ITABI,0.0,114.0,0.0,0.0,216.0,475.0,216.0,184.0,472.0,618.0,472.0,417.0,406.0,417.0,406.0,382.0,2021-11-01
SAO FRANCISCO,0.0,107.0,0.0,0.0,213.0,356.0,213.0,165.0,431.0,478.0,431.0,377.0,207.0,250.0,207.0,195.0,2021-11-01
UMBAUBA,0.0,0.0,0.0,0.0,103.0,73.0,103.0,45.0,680.0,845.0,680.0,613.0,1233.0,1084.0,1233.0,977.0,2021-11-01
ROSARIO DO CATETE,0.0,127.0,0.0,0.0,632.0,1294.0,632.0,710.0,1063.0,1344.0,1063.0,974.0,402.0,378.0,402.0,334.0,2021-11-01
CUMBE,0.0,85.0,0.0,0.0,231.0,424.0,231.0,208.0,472.0,540.0,472.0,429.0,274.0,271.0,274.0,218.0,2021-11-01
RIACHUELO,1.0,226.0,1.0,0.0,646.0,980.0,646.0,576.0,1143.0,1191.0,1143.0,977.0,432.0,431.0,432.0,326.0,2021-11-01
GENERAL MAYNARD,0.0,102.0,0.0,0.0,329.0,309.0,329.0,220.0,425.0,409.0,425.0,342.0,204.0,226.0,204.0,169.0,2021-11-01
MURIBECA,0.0,292.0,0.0,0.0,639.0,1015.0,639.0,511.0,960.0,1086.0,960.0,758.0,529.0,594.0,529.0,446.0,2021-11-01
GRACHO CARDOSO,0.0,114.0,0.0,0.0,363.0,616.0,363.0,285.0,679.0,868.0,679.0,684.0,329.0,453.0,329.0,308.0,2021-11-01
FEIRA NOVA,0.0,45.0,0.0,0.0,319.0,573.0,319.0,240.0,628.0,642.0,628.0,485.0,338.0,302.0,338.0,287.0,2021-11-01
SAO DOMINGOS,0.0,110.0,0.0,0.0,288.0,903.0,288.0,192.0,670.0,1177.0,670.0,466.0,672.0,643.0,672.0,597.0,2021-11-01
TELHA,0.0,95.0,0.0,0.0,212.0,311.0,212.0,165.0,380.0,444.0,380.0,347.0,141.0,158.0,141.0,130.0,2021-11-01
SANTO AMARO DAS BROTAS,1.0,1.0,1.0,0.0,37.0,65.0,37.0,24.0,78.0,333.0,78.0,51.0,149.0,460.0,149.0,116.0,2021-11-01
AMPARO DE SAO FRANCISCO,0.0,30.0,0.0,0.0,239.0,252.0,239.0,210.0,315.0,319.0,315.0,290.0,144.0,149.0,144.0,122.0,2021-11-01
NOSSA SENHORA DO SOCORRO,0.0,147.0,0.0,0.0,2712.0,19612.0,2712.0,2352.0,11297.0,19241.0,11297.0,7989.0,7778.0,5883.0,7778.0,5629.0,2021-12-01
LAGARTO,0.0,662.0,0.0,1.0,3884.0,8515.0,3884.0,2453.0,8081.0,11976.0,8081.0,6319.0,5527.0,5419.0,5527.0,4436.0,2021-12-01
CANINDE DE SAO FRANCISCO,0.0,798.0,0.0,0.0,1103.0,2910.0,1103.0,709.0,2373.0,3139.0,2373.0,1884.0,1113.0,1205.0,1113.0,1071.0,2021-12-01
MARUIM,0.0,399.0,0.0,1.0,683.0,1462.0,683.0,467.0,1513.0,1801.0,1513.0,1163.0,852.0,796.0,852.0,636.0,2021-12-01
ARACAJU,72.0,18761.0,72.0,73.0,62568.0,72281.0,62568.0,46957.0,93005.0,78857.0,93005.0,69869.0,47928.0,36312.0,47928.0,30994.0,2021-12-01
TOBIAS BARRETO,2.0,1498.0,2.0,0.0,2362.0,5659.0,2362.0,2013.0,5235.0,6065.0,5235.0,4582.0,3495.0,3180.0,3495.0,2841.0,2021-12-01
LARANJEIRAS,2.0,290.0,2.0,0.0,864.0,2855.0,864.0,803.0,1396.0,3253.0,1396.0,1236.0,970.0,982.0,970.0,807.0,2021-12-01
CAPELA,2.0,1152.0,2.0,0.0,1774.0,3728.0,1774.0,1248.0,3609.0,4093.0,3609.0,3148.0,1688.0,1931.0,1688.0,1419.0,2021-12-01
ESTANCIA,0.0,391.0,0.0,1.0,2005.0,5527.0,2005.0,1383.0,6254.0,6827.0,6254.0,5128.0,4193.0,3599.0,4193.0,3349.0,2021-12-01
MOITA BONITA,1.0,348.0,1.0,1.0,807.0,1265.0,807.0,629.0,1519.0,1485.0,1519.0,1283.0,903.0,817.0,903.0,751.0,2021-12-01
TOMAR DO GERU,0.0,281.0,0.0,0.0,466.0,997.0,466.0,327.0,1106.0,1498.0,1106.0,979.0,651.0,644.0,651.0,574.0,2021-12-01
ITABAIANINHA,0.0,1467.0,0.0,1.0,2476.0,4302.0,2476.0,1854.0,4139.0,4651.0,4139.0,3485.0,2188.0,1990.0,2188.0,1879.0,2021-12-01
ITABAIANA,82.0,2114.0,82.0,73.0,7481.0,10579.0,7481.0,5916.0,12038.0,11629.0,12038.0,9818.0,6119.0,5989.0,6119.0,4690.0,2021-12-01
NOSSA SENHORA DA GLORIA,3.0,237.0,3.0,1.0,3626.0,4715.0,3626.0,2833.0,4583.0,4481.0,4583.0,3813.0,2031.0,2228.0,2031.0,1784.0,2021-12-01
FREI PAULO,0.0,341.0,0.0,0.0,1360.0,1860.0,1360.0,1030.0,1878.0,1815.0,1878.0,1524.0,949.0,1089.0,949.0,787.0,2021-12-01
SAO MIGUEL DO ALEIXO,0.0,91.0,0.0,0.0,379.0,462.0,379.0,300.0,501.0,448.0,501.0,392.0,315.0,309.0,315.0,249.0,2021-12-01
BOQUIM,2.0,795.0,2.0,4.0,742.0,2289.0,742.0,613.0,3085.0,3108.0,3085.0,2486.0,1285.0,1670.0,1285.0,1095.0,2021-12-01
JAPOATA,0.0,205.0,0.0,0.0,744.0,1305.0,744.0,580.0,1194.0,1597.0,1194.0,1063.0,725.0,742.0,725.0,661.0,2021-12-01
SIMAO DIAS,0.0,2.0,0.0,0.0,465.0,2455.0,465.0,246.0,916.0,3854.0,916.0,649.0,2307.0,2267.0,2307.0,1784.0,2021-12-01
POCO REDONDO,11.0,1351.0,11.0,15.0,1977.0,3445.0,1977.0,1261.0,3121.0,3531.0,3121.0,2725.0,1364.0,1732.0,1364.0,1267.0,2021-12-01
SANTA LUZIA DO ITANHY,0.0,423.0,0.0,1.0,1195.0,1500.0,1195.0,932.0,1540.0,1629.0,1540.0,1394.0,622.0,736.0,622.0,657.0,2021-12-01
PINHAO,0.0,201.0,0.0,0.0,149.0,710.0,149.0,132.0,288.0,786.0,288.0,268.0,467.0,392.0,467.0,389.0,2021-12-01
AREIA BRANCA,0.0,385.0,0.0,0.0,755.0,2104.0,755.0,600.0,1793.0,2264.0,1793.0,1458.0,941.0,935.0,941.0,800.0,2021-12-01
MONTE ALEGRE DE SERGIPE,0.0,554.0,0.0,0.0,839.0,1425.0,839.0,479.0,1363.0,1595.0,1363.0,1122.0,670.0,729.0,670.0,634.0,2021-12-01
RIACHAO DO DANTAS,0.0,415.0,0.0,0.0,928.0,1890.0,928.0,658.0,1933.0,2371.0,1933.0,1642.0,1242.0,1165.0,1242.0,1105.0,2021-12-01
ITAPORANGA D'AJUDA,0.0,998.0,0.0,2.0,1512.0,3649.0,1512.0,1278.0,3485.0,4335.0,3485.0,3032.0,1844.0,2040.0,1844.0,1647.0,2021-12-01
NEOPOLIS,1.0,499.0,1.0,1.0,565.0,1723.0,565.0,498.0,1721.0,2153.0,1721.0,1426.0,1076.0,1090.0,1076.0,939.0,2021-12-01
CEDRO DE SAO JOAO,1.0,150.0,1.0,0.0,329.0,520.0,329.0,209.0,651.0,750.0,651.0,589.0,415.0,387.0,415.0,339.0,2021-12-01
PORTO DA FOLHA,0.0,477.0,0.0,0.0,948.0,3046.0,948.0,635.0,2857.0,3434.0,2857.0,2689.0,1604.0,1505.0,1604.0,1504.0,2021-12-01
GARARU,0.0,373.0,0.0,0.0,554.0,1195.0,554.0,503.0,1291.0,1557.0,1291.0,1262.0,692.0,826.0,692.0,725.0,2021-12-01
NOSSA SENHORA DAS DORES,9.0,891.0,9.0,6.0,1611.0,2856.0,1611.0,1259.0,3045.0,3205.0,3045.0,2593.0,1712.0,1925.0,1712.0,1419.0,2021-12-01
PIRAMBU,0.0,182.0,0.0,1.0,593.0,884.0,593.0,454.0,1042.0,1115.0,1042.0,900.0,461.0,520.0,461.0,440.0,2021-12-01
INDIAROBA,1.0,727.0,1.0,1.0,703.0,1473.0,703.0,430.0,1530.0,1925.0,1530.0,1288.0,793.0,810.0,793.0,736.0,2021-12-01
AQUIDABA,0.0,728.0,0.0,0.0,971.0,2022.0,971.0,672.0,2317.0,2448.0,2317.0,1897.0,1414.0,1455.0,1414.0,1250.0,2021-12-01
ILHA DAS FLORES,0.0,125.0,0.0,0.0,554.0,847.0,554.0,391.0,905.0,929.0,905.0,747.0,503.0,501.0,503.0,399.0,2021-12-01
SAO CRISTOVAO,0.0,1.0,0.0,1.0,148.0,3141.0,148.0,137.0,701.0,2023.0,701.0,627.0,97.0,691.0,97.0,76.0,2021-12-01
MACAMBIRA,0.0,177.0,0.0,0.0,645.0,716.0,645.0,443.0,940.0,860.0,940.0,742.0,505.0,615.0,505.0,438.0,2021-12-01
ARAUA,0.0,144.0,0.0,0.0,461.0,1059.0,461.0,386.0,1140.0,1398.0,1140.0,1034.0,652.0,730.0,652.0,570.0,2021-12-01
JAPARATUBA,1.0,549.0,1.0,0.0,581.0,1646.0,581.0,384.0,1593.0,2089.0,1593.0,1320.0,947.0,978.0,947.0,880.0,2021-12-01
MALHADOR,0.0,346.0,0.0,0.0,607.0,1233.0,607.0,394.0,1478.0,1603.0,1478.0,1224.0,758.0,865.0,758.0,702.0,2021-12-01
NOSSA SENHORA APARECIDA,1.0,194.0,1.0,3.0,561.0,1001.0,561.0,456.0,1045.0,1228.0,1045.0,968.0,517.0,697.0,517.0,574.0,2021-12-01
PROPRIA,0.0,76.0,0.0,0.0,182.0,1538.0,182.0,112.0,286.0,2838.0,286.0,197.0,745.0,1287.0,745.0,620.0,2021-12-01
POCO VERDE,0.0,535.0,0.0,1.0,1021.0,2172.0,1021.0,772.0,1742.0,2795.0,1742.0,1597.0,1344.0,1428.0,1344.0,1149.0,2021-12-01
CARIRA,2.0,218.0,2.0,5.0,598.0,1900.0,598.0,384.0,1589.0,2460.0,1589.0,1332.0,1408.0,1366.0,1408.0,1262.0,2021-12-01
BREJO GRANDE,0.0,1.0,0.0,0.0,197.0,615.0,197.0,134.0,262.0,777.0,262.0,209.0,313.0,310.0,313.0,238.0,2021-12-01
PEDRA MOLE,1.0,48.0,1.0,0.0,278.0,338.0,278.0,237.0,376.0,372.0,376.0,327.0,212.0,239.0,212.0,195.0,2021-12-01
BARRA DOS COQUEIROS,4.0,184.0,4.0,2.0,752.0,2999.0,752.0,648.0,2579.0,4004.0,2579.0,2181.0,1621.0,1307.0,1621.0,1236.0,2021-12-01
DIVINA PASTORA,0.0,191.0,0.0,0.0,332.0,478.0,332.0,250.0,618.0,630.0,618.0,545.0,245.0,276.0,245.0,227.0,2021-12-01
SANTA ROSA DE LIMA,0.0,125.0,0.0,0.0,202.0,367.0,202.0,138.0,429.0,516.0,429.0,352.0,244.0,265.0,244.0,227.0,2021-12-01
SANTANA DO SAO FRANCISCO,0.0,203.0,0.0,0.0,545.0,682.0,545.0,331.0,775.0,845.0,775.0,669.0,384.0,386.0,384.0,336.0,2021-12-01
PACATUBA,1.0,577.0,1.0,0.0,1169.0,1557.0,1169.0,878.0,1601.0,1740.0,1601.0,1533.0,752.0,858.0,752.0,718.0,2021-12-01
SALGADO,0.0,629.0,0.0,0.0,787.0,1926.0,787.0,559.0,2221.0,2579.0,2221.0,1884.0,1219.0,1257.0,1219.0,1074.0,2021-12-01
RIBEIROPOLIS,1.0,560.0,1.0,1.0,1159.0,1970.0,1159.0,1044.0,2447.0,2303.0,2447.0,1983.0,1333.0,1557.0,1333.0,1130.0,2021-12-01
PEDRINHAS,0.0,311.0,0.0,0.0,343.0,780.0,343.0,239.0,829.0,1010.0,829.0,660.0,529.0,428.0,529.0,382.0,2021-12-01
CAMPO DO BRITO,0.0,553.0,0.0,0.0,961.0,1787.0,961.0,643.0,1626.0,2192.0,1626.0,1260.0,1285.0,1286.0,1285.0,992.0,2021-12-01
CRISTINAPOLIS,0.0,42.0,0.0,0.0,142.0,1045.0,142.0,79.0,534.0,1524.0,534.0,399.0,547.0,498.0,547.0,523.0,2021-12-01
CANHOBA,0.0,17.0,0.0,0.0,304.0,466.0,304.0,276.0,443.0,579.0,443.0,386.0,231.0,261.0,231.0,234.0,2021-12-01
MALHADA DOS BOIS,0.0,139.0,0.0,0.0,130.0,414.0,130.0,89.0,270.0,432.0,270.0,229.0,165.0,199.0,165.0,161.0,2021-12-01
CARMOPOLIS,0.0,429.0,0.0,0.0,570.0,1296.0,570.0,391.0,1033.0,1627.0,1033.0,868.0,369.0,516.0,369.0,297.0,2021-12-01
SIRIRI,1.0,262.0,1.0,0.0,620.0,864.0,620.0,482.0,998.0,1008.0,998.0,881.0,494.0,589.0,494.0,438.0,2021-12-01
NOSSA SENHORA DE LOURDES,1.0,181.0,1.0,0.0,374.0,677.0,374.0,287.0,630.0,880.0,630.0,559.0,429.0,401.0,429.0,376.0,2021-12-01
ITABI,0.0,114.0,0.0,0.0,216.0,475.0,216.0,184.0,472.0,618.0,472.0,417.0,406.0,417.0,406.0,382.0,2021-12-01
SAO FRANCISCO,0.0,107.0,0.0,0.0,213.0,356.0,213.0,165.0,431.0,478.0,431.0,377.0,207.0,250.0,207.0,195.0,2021-12-01
UMBAUBA,0.0,0.0,0.0,0.0,103.0,73.0,103.0,45.0,680.0,845.0,680.0,613.0,1233.0,1084.0,1233.0,977.0,2021-12-01
ROSARIO DO CATETE,0.0,127.0,0.0,0.0,632.0,1294.0,632.0,710.0,1063.0,1344.0,1063.0,974.0,402.0,378.0,402.0,334.0,2021-12-01
CUMBE,0.0,85.0,0.0,0.0,231.0,424.0,231.0,208.0,472.0,540.0,472.0,429.0,274.0,271.0,274.0,218.0,2021-12-01
RIACHUELO,1.0,228.0,1.0,0.0,646.0,980.0,646.0,576.0,1143.0,1191.0,1143.0,977.0,432.0,431.0,432.0,326.0,2021-12-01
GENERAL MAYNARD,0.0,102.0,0.0,0.0,329.0,309.0,329.0,220.0,425.0,409.0,425.0,342.0,204.0,226.0,204.0,169.0,2021-12-01
MURIBECA,0.0,292.0,0.0,0.0,639.0,1015.0,639.0,511.0,960.0,1086.0,960.0,758.0,529.0,594.0,529.0,446.0,2021-12-01
GRACHO CARDOSO,0.0,114.0,0.0,0.0,363.0,616.0,363.0,285.0,679.0,868.0,679.0,684.0,329.0,453.0,329.0,308.0,2021-12-01
FEIRA NOVA,0.0,45.0,0.0,0.0,319.0,573.0,319.0,240.0,628.0,642.0,628.0,485.0,338.0,302.0,338.0,287.0,2021-12-01
SAO DOMINGOS,0.0,110.0,0.0,0.0,288.0,903.0,288.0,192.0,670.0,1177.0,670.0,466.0,672.0,643.0,672.0,597.0,2021-12-01
TELHA,0.0,95.0,0.0,0.0,212.0,311.0,212.0,165.0,380.0,444.0,380.0,347.0,141.0,158.0,141.0,130.0,2021-12-01
SANTO AMARO DAS BROTAS,1.0,1.0,1.0,0.0,37.0,65.0,37.0,24.0,78.0,333.0,78.0,51.0,149.0,460.0,149.0,116.0,2021-12-01
AMPARO DE SAO FRANCISCO,0.0,30.0,0.0,0.0,239.0,252.0,239.0,210.0,315.0,319.0,315.0,290.0,144.0,149.0,144.0,122.0,2021-12-01
